TARA_ANE_MAG_00025,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_PSW_MAG_00043,28890,Archaea;Euryarchaeota
TARA_ANW_MAG_00038,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_MED_MAG_00060,28890,Archaea;Euryarchaeota
TARA_ION_MAG_00043,1,
TARA_ION_MAG_00055,1,
TARA_PSE_MAG_00047,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ASW_MAG_00002,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_PSE_MAG_00048,48461,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales
TARA_IOS_MAG_00065,2,Bacteria
TARA_ANW_MAG_00058,48461,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales
TARA_ANW_MAG_00012,1,
TARA_IOS_MAG_00060,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_RED_MAG_00055,28890,Archaea;Euryarchaeota
TARA_PSE_MAG_00099,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
TARA_ASW_MAG_00018,246874,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae
TARA_MED_MAG_00030,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ASE_MAG_00009,28890,Archaea;Euryarchaeota
TARA_ANW_MAG_00054,1,
TARA_PSE_MAG_00138,72275,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
TARA_PSW_MAG_00102,28890,Archaea;Euryarchaeota
TARA_RED_MAG_00040,2,Bacteria
TARA_ANW_MAG_00064,766,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales
TARA_PSE_MAG_00009,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_ANW_MAG_00051,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_ANE_MAG_00060,49546,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TARA_ANE_MAG_00024,28890,Archaea;Euryarchaeota
TARA_ANE_MAG_00039,1,
TARA_ASE_MAG_00017,1117,Bacteria;Cyanobacteria
TARA_PON_MAG_00079,33656,Eukaryota;Phaeocystales;Phaeocystaceae;Phaeocystis
TARA_IOS_MAG_00073,44055,Eukaryota;Pelagophyceae;Pelagomonadales;Aureococcus
TARA_IOS_MAG_00013,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_RED_MAG_00053,1,
TARA_RED_MAG_00087,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_MED_MAG_00128,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
TARA_ASW_MAG_00025,1,
TARA_IOS_MAG_00047,28890,Archaea;Euryarchaeota
TARA_MED_MAG_00008,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_PSW_MAG_00039,2,Bacteria
TARA_PSE_MAG_00145,49546,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TARA_ASW_MAG_00037,38832,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas
TARA_ANW_MAG_00023,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_PSE_MAG_00075,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_RED_MAG_00098,415000,Bacteria;Verrucomicrobia;Opitutae;Opitutales
TARA_PON_MAG_00011,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
TARA_PON_MAG_00051,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_PSE_MAG_00016,204441,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
TARA_IOS_MAG_00004,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_ANE_MAG_00023,49546,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
